x[16] y[16] zx nx zy ny f no ruedi[16]
0000110110100000 1001100001100100 1 1 0 0 0 0 1001100001100100
1010001010111000 0111111111111010 1 1 0 0 0 0 0111111111111010
1001111110101001 0011010010000001 1 1 0 0 0 0 0011010010000001
0000010100011111 1110001101001000 1 1 0 0 0 0 1110001101001000
0011000111000111 0100001111100011 1 1 0 0 0 0 0100001111100011
1100000101010100 0011010001110000 1 1 0 0 0 0 0011010001110000
0111110110010101 1011100000111011 1 1 0 0 0 0 1011100000111011
1000111000011111 1100001001100111 1 1 0 0 0 0 1100001001100111
1101100011100000 0110011110101100 1 1 0 0 0 0 0110011110101100
1000011101010010 0111011111010101 1 1 0 0 0 0 0111011111010101
0111011010100001 0000101010010101 1 1 0 0 0 0 0000101010010101
0111111111111100 0001110111010000 1 1 0 0 0 0 0001110111010000
1001111000010011 0101111000111110 1 1 0 0 0 0 0101111000111110
1110011000001100 1010101100011100 1 1 0 0 0 0 1010101100011100
0110010000001011 0101100000000111 1 1 0 0 0 0 0101100000000111
0001100000000100 1001110000010010 1 1 0 0 0 0 1001110000010010
1010001001011100 1100011010001001 1 1 0 0 0 0 1100011010001001
0011100001000010 0111001110001011 1 1 0 0 0 0 0111001110001011
0101110001110001 0011101001011010 1 1 0 0 0 0 0011101001011010
0011101011001001 1001100101110100 1 1 0 0 0 0 1001100101110100
0011010110100001 1111000100111001 1 1 0 0 0 0 1111000100111001
1110010000100010 0110101101100001 1 1 0 0 0 0 0110101101100001
1111010101110111 1000000111110010 1 1 0 0 0 0 1000000111110010
0011010010001110 1011000001100000 1 1 0 0 0 0 1011000001100000
1010101100010110 0101010101001110 1 1 0 0 0 0 0101010101001110
1000111111110110 1010101101111101 1 1 0 0 0 0 1010101101111101
0000010110000110 0011000100010010 1 1 0 0 0 0 0011000100010010
1100100001011010 0000101101110001 1 1 0 0 0 0 0000101101110001
0001101010001101 1001100011011011 1 1 0 0 0 0 1001100011011011
1011111001100111 0100100001000110 1 1 0 0 0 0 0100100001000110
1000110011011101 1110101111010001 1 1 0 0 0 0 1110101111010001
1100010001110000 1011010011101010 1 1 0 0 0 0 1011010011101010
1101100110111001 1101111000010011 1 1 0 0 0 0 1101111000010011
0110101100010100 1111110100100011 1 1 0 0 0 0 1111110100100011
0110110001010011 0100000100111111 1 1 0 0 0 0 0100000100111111
1111011001101110 1101110000000101 1 1 0 0 0 0 1101110000000101
1100011001000101 1110000110110010 1 1 0 0 0 0 1110000110110010
0001100110000111 0111010010110110 1 1 0 0 0 0 0111010010110110
0111001101010111 0100101010010101 1 1 0 0 0 0 0100101010010101
1110111000100000 1011101100001000 1 1 0 0 0 0 1011101100001000
0000111000110010 0000001110100110 1 1 0 0 0 0 0000001110100110
1011101101100001 1111111010111111 1 1 0 0 0 0 1111111010111111
0101010010111001 1111110100101101 1 1 0 0 0 0 1111110100101101
1111110110100111 1001011111000010 1 1 0 0 0 0 1001011111000010
1011001111111001 0111101011110111 1 1 0 0 0 0 0111101011110111
0010011000010100 0011000111110011 1 1 0 0 0 0 0011000111110011
0010110111101101 1010010110111100 1 1 0 0 0 0 1010010110111100
1000010110011101 0111100001100111 1 1 0 0 0 0 0111100001100111
0101011100000010 1111110011001111 1 1 0 0 0 0 1111110011001111
1100111110111001 0001110011101001 1 1 0 0 0 0 0001110011101001
0111001010011101 1001011010001111 1 1 0 0 0 0 1001011010001111
1000011101001011 1110011111110010 1 1 0 0 0 0 1110011111110010
0110110000101100 0010010110110000 1 1 0 0 0 0 0010010110110000
1000011111101000 1011110100000000 1 1 0 0 0 0 1011110100000000
1111010000011000 1100000110001001 1 1 0 0 0 0 1100000110001001
1011000101011010 0111011100110010 1 1 0 0 0 0 0111011100110010
1001111010111000 0101011001101001 1 1 0 0 0 0 0101011001101001
1101010111001010 1000010000110010 1 1 0 0 0 0 1000010000110010
1000101110110101 0011001100000011 1 1 0 0 0 0 0011001100000011
1100110110011011 1100010001001001 1 1 0 0 0 0 1100010001001001
1000001011111111 1000010101011110 1 1 0 0 0 0 1000010101011110
0010011000111111 1101010000111110 1 1 0 0 0 0 1101010000111110
1001000100000100 1001011110110000 1 1 0 0 0 0 1001011110110000
1001000011100100 0110010010101000 1 1 0 0 0 0 0110010010101000
1010011101011100 0000000000000011 1 1 0 0 0 0 0000000000000011
0011000011011111 1010101100110000 1 1 0 0 0 0 1010101100110000
0011101010101001 0001100011001000 1 1 0 0 0 0 0001100011001000
0010100000010110 1110010001111010 1 1 0 0 0 0 1110010001111010
1000111101011001 0111101011111000 1 1 0 0 0 0 0111101011111000
1011111101100110 0010111101010110 1 1 0 0 0 0 0010111101010110
0011100010100101 1101001000010100 1 1 0 0 0 0 1101001000010100
1101111111110110 1101011010010100 1 1 0 0 0 0 1101011010010100
1001000000101011 1010010110100100 1 1 0 0 0 0 1010010110100100
1110000100111101 1001011011001011 1 1 0 0 0 0 1001011011001011
1001110000110011 0111111111010011 1 1 0 0 0 0 0111111111010011
1001001101001111 0011110111110000 1 1 0 0 0 0 0011110111110000
0111001010001010 0011111000100101 1 1 0 0 0 0 0011111000100101
1111010011010010 0111100011110010 1 1 0 0 0 0 0111100011110010
1111100111111111 0001101110101010 0 0 1 1 1 1 0000011000000001
0010011100100101 0100001111010101 0 0 1 1 1 1 1101100011011011
1010101101000111 0110011100000010 0 0 1 1 1 1 0101010010111001
1011001011010100 1110110100000101 0 0 1 1 1 1 0100110100101100
1110010101101100 0000110000111011 0 0 1 1 1 1 0001101010010100
0000101110110011 0011110100100011 0 0 1 1 1 1 1111010001001101
1101100110000101 0111011100111010 0 0 1 1 1 1 0010011001111011
0111011001001011 0101101001101011 0 0 1 1 1 1 1000100110110101
1000111101011011 1100100111111110 0 0 1 1 1 1 0111000010100101
1111010000000101 0011011110000100 0 0 1 1 1 1 0000101111111011
0000000001100001 1110100111011111 0 0 1 1 1 1 1111111110011111
1000001110101111 1111101010100100 0 0 1 1 1 1 0111110001010001
0101001000101111 0100100100111111 0 0 1 1 1 1 1010110111010001
0010011010101110 0111010110000101 0 0 1 1 1 1 1101100101010010
0010110100100001 0100001100010101 0 0 1 1 1 1 1101001011011111
1000000100101011 0000101110101010 0 0 1 1 1 1 0111111011010101
0100111101100110 0000011110010110 0 0 1 1 1 1 1011000010011010
0010100101010101 1101000101000101 0 0 1 1 1 1 1101011010101011
0011100111010101 0111000010011101 0 0 1 1 1 1 1100011000101011
1000011110110101 0110001000000111 0 0 1 1 1 1 0111100001001011
1010001001110010 0001100011001111 0 0 1 1 1 1 0101110110001110
1111111110000100 1110000000001001 0 0 1 1 1 1 0000000001111100
0011110100100011 0100010010001011 0 0 1 1 1 1 1100001011011101
0011010110001000 0101101011110010 0 0 1 1 1 1 1100101001111000
1100010100100000 1001100001000100 0 0 1 1 1 1 0011101011100000
0010001011101001 0111100100100011 0 0 1 1 1 1 1101110100010111
0101011110000100 1000111010111101 0 0 1 1 1 1 1010100001111100
1010010000000001 0101110001000101 0 0 1 1 1 1 0101101111111111
0100010011010111 1001110110101111 0 0 1 1 1 1 1011101100101001
0110010101011100 0111000100101010 0 0 1 1 1 1 1001101010100100
1010001100011100 0000110011100000 0 0 1 1 1 1 0101110011100100
1110111001100111 0111110110100010 0 0 1 1 1 1 0001000110011001
0010011110110000 1010001111100100 0 0 1 1 1 1 1101100001010000
0110110011001101 1010001100100000 0 0 1 1 1 1 1001001100110011
0001011110000011 0111001100011101 0 0 1 1 1 1 1110100001111101
0101011101001000 0000011001101000 0 0 1 1 1 1 1010100010111000
0110011010000001 0001001010111111 0 0 1 1 1 1 1001100101111111
0011001011110101 0111000101001010 0 0 1 1 1 1 1100110100001011
0100010011111101 0000011110111100 0 0 1 1 1 1 1011101100000011
1011010011101000 0110110101100100 0 0 1 1 1 1 0100101100011000
0011011111001111 0100111100000111 0 0 1 1 1 1 1100100000110001
0011011111010001 1000010100101001 0 0 1 1 1 1 1100100000101111
0100101100010000 0001110010101000 0 0 1 1 1 1 1011010011110000
1101011011011000 0101110010001000 0 0 1 1 1 1 0010100100101000
1101111110000011 1110001101001001 0 0 1 1 1 1 0010000001111101
1001011101001101 1001001111101101 0 0 1 1 1 1 0110100010110011
1111100000000000 0101111101111001 0 0 1 1 1 1 0000100000000000
1110010000000000 1011010110000111 0 0 1 1 1 1 0001110000000000
1000110011010010 1111010111010010 0 0 1 1 1 1 0111001100101110
1001000011101110 0101001110011010 0 0 1 1 1 1 0110111100010010
1000101101000011 0101101110100001 0 0 1 1 1 1 0111010010111101
0010000101110011 0011100110000000 0 0 1 1 1 1 1101111010001101
1000000100100100 1001010101001111 0 0 1 1 1 1 0111111011011100
1001111001011011 0011100000011100 0 0 1 1 1 1 0110000110100101
1110100001000100 0101100100001011 0 0 1 1 1 1 0001011110111100
1101101101111001 1011110111110001 0 0 1 1 1 1 0010010010000111
1010011001000000 1011100010000101 0 0 1 1 1 1 0101100111000000
1001001001101000 1001100001100011 0 0 1 1 1 1 0110110110011000
1110000111100110 1110001010100111 0 0 1 1 1 1 0001111000011010
1001000101000101 1111110100001110 0 0 1 1 1 1 0110111010111011
0110010110111110 0111011001110000 0 0 1 1 1 1 1001101001000010
1100010001000110 1000111101110010 0 0 1 1 1 1 0011101110111010
0101100110001001 1010000000000011 0 0 1 1 1 1 1010011001110111
1111100111000010 0100010111101110 0 0 1 1 1 1 0000011000111110
1001000000111001 1111110000111111 0 0 1 1 1 1 0110111111000111
0010010101011101 0100011001011010 0 0 1 1 1 1 1101101010100011
1101000010000111 1011100000101111 0 0 1 1 1 1 0010111101111001
1111001101100111 0011110010000010 0 0 1 1 1 1 0000110010011001
1010111001110001 1101110100010110 0 0 1 1 1 1 0101000110001111
1101111100010110 1101111010110110 0 0 1 1 1 1 0010000011101010
0001101001110010 0001000100111110 0 0 1 1 1 1 1110010110001110
1010010100111100 0101011111110000 0 0 1 1 1 1 0101101011000100
1001011100100000 1011111011100100 0 0 1 1 1 1 0110100011100000
0101110100110011 1110000011001101 0 0 1 1 1 1 1010001011001101
1101100100111011 0010000101000111 0 0 1 1 1 1 0010011011000101
0001100000100011 1110110001111101 0 0 1 1 1 1 1110011111011101
0110111111011110 0111101010011101 0 0 1 1 1 1 1001000000100010
0001000100101100 0011011011110001 0 0 1 1 1 1 1110111011010100
0111110110001101 1010001010011101 0 0 1 1 1 1 1000001001110011
0101011111000101 0111011010100111 0 0 1 1 1 1 1010100000111011
1001110010000001 1010110001100010 0 0 1 1 1 1 0110001101111111
1011001101101000 0101010010000110 0 0 1 1 1 1 0100110010011000
0000001001110100 1000000010100011 0 0 1 1 1 1 1111110110001100
0001000011010101 0100101100100011 0 0 1 1 1 1 1110111100101011
0110001010101101 0101101111010111 0 0 1 1 1 1 1001110101010011
1101010011100111 0110011100101100 0 0 1 1 1 1 0010101100011001
1101001111001100 1101101001101000 0 0 1 1 1 1 0010110000110100
0101000001010010 1101110000001111 0 0 1 1 1 1 1010111110101110
1001000101010010 0001100110100001 0 0 1 1 1 1 0110111010101110
1100100011000011 0100100001110100 0 0 1 1 1 1 0011011100111101
1010101100001000 0111010101001100 0 0 1 1 1 1 0101010011111000
0100100001111001 1111001011101101 0 0 1 1 1 1 1011011110000111
0101110110000101 1101111011111001 0 0 1 1 1 1 1010001001111011
0101100111001001 1010001101111001 0 0 1 1 1 1 1010011000110111
1110000011101111 0110010100101111 0 0 1 1 1 1 0001111100010001
1000010011011101 0011001001100110 0 0 1 1 1 1 0111101100100011
1111101011010101 0011000111101000 0 0 1 1 1 1 0000010100101011
0101110010001111 1100011101100111 0 0 1 1 1 1 1010001101110001
0110001010100001 0111110100001111 0 0 1 1 1 1 1001110101011111
0111000101001100 1010011001100011 0 0 1 1 1 1 1000111010110100
1010000101101000 0011001001000001 1 1 0 0 0 1 1100110110111110
0101101010101111 1110100001010111 1 1 0 0 0 1 0001011110101000
1000111111011010 0000110001111000 1 1 0 0 0 1 1111001110000111
0110000111100110 1000001011011010 1 1 0 0 0 1 0111110100100101
0100000101011110 1001111000101100 1 1 0 0 0 1 0110000111010011
1100101000001001 0000010001110101 1 1 0 0 0 1 1111101110001010
1101011100101000 0011001011010011 1 1 0 0 0 1 1100110100101100
1011110110101001 0010011011110000 1 1 0 0 0 1 1101100100001111
1100101101101001 1110100010111000 1 1 0 0 0 1 0001011101000111
0011100000111000 1011011011111101 1 1 0 0 0 1 0100100100000010
1110011111101110 0001100011010111 1 1 0 0 0 1 1110011100101000
1100110101010010 1100110011111000 1 1 0 0 0 1 0011001100000111
1101110111111100 1101101111011110 1 1 0 0 0 1 0010010000100001
0000100101110101 1011100000000010 1 1 0 0 0 1 0100011111111101
0101001001001100 0101111110001011 1 1 0 0 0 1 1010000001110100
0011101010010011 1011011100011010 1 1 0 0 0 1 0100100011100101
1100001101011010 0110001011000000 1 1 0 0 0 1 1001110100111111
1011101011001010 1011110000010000 1 1 0 0 0 1 0100001111101111
1010011000011001 0110010011001011 1 1 0 0 0 1 1001101100110100
0010011100001100 1000011000101110 1 1 0 0 0 1 0111100111010001
1011000001001011 0110001110000001 1 1 0 0 0 1 1001110001111110
0110000001101100 0011000110001011 1 1 0 0 0 1 1100111001110100
0110110010111111 0010011100001111 1 1 0 0 0 1 1101100011110000
0111100110001011 0101111010111010 1 1 0 0 0 1 1010000101000101
1100000111010000 1100101111011100 1 1 0 0 0 1 0011010000100011
0110000101001111 0001111111100011 1 1 0 0 0 1 1110000000011100
0011011110111010 0100010010000111 1 1 0 0 0 1 1011101101111000
1110001011001110 1111100111001010 1 1 0 0 0 1 0000011000110101
1101010001100101 1100100011011001 1 1 0 0 0 1 0011011100100110
0110001010000101 0001011001110101 1 1 0 0 0 1 1110100110001010
0000000000101001 1111100011101001 1 1 0 0 0 1 0000011100010110
1011110001111010 1100001101010100 1 1 0 0 0 1 0011110010101011
1100100100001111 0101110100100011 1 1 0 0 0 1 1010001011011100
0100001001100101 1001011110110101 1 1 0 0 0 1 0110100001001010
0001100010100001 0110111111000011 1 1 0 0 0 1 1001000000111100
1001111100010011 1111100110101110 1 1 0 0 0 1 0000011001010001
0111100100111100 0111110000011111 1 1 0 0 0 1 1000001111100000
1000100110100011 0011100100100110 1 1 0 0 0 1 1100011011011001
0011001110001111 0101101001100110 1 1 0 0 0 1 1010010110011001
0101101000101000 1011110101100101 1 1 0 0 0 1 0100001010011010
0111101000101011 0010010010011111 1 1 0 0 0 1 1101101101100000
1110110100001000 0010010101000001 1 1 0 0 0 1 1101101010111110
1001111110111001 1101110011001111 1 1 0 0 0 1 0010001100110000
0110001111011111 0110110110011001 1 1 0 0 0 1 1001001001100110
0010110011010111 0100100111001001 1 1 0 0 0 1 1011011000110110
0111000000010101 1111011110101011 1 1 0 0 0 1 0000100001010100
1010101101010100 0000001011101001 1 1 0 0 0 1 1111110100010110
1100000111101001 1001011100000110 1 1 0 0 0 1 0110100011111001
1110111100010101 0110101010110011 1 1 0 0 0 1 1001010101001100
0010011110001100 1000010001110101 1 1 0 0 0 1 0111101110001010
1101000101111001 0011000101111101 1 1 0 0 0 1 1100111010000010
0001000110101111 0100100000111110 1 1 0 0 0 1 1011011111000001
1100101110010100 0010010001010110 1 1 0 0 0 1 1101101110101001
1100101101101011 0100010011111111 1 1 0 0 0 1 1011101100000000
0111011110000111 0000010010000111 1 1 0 0 0 1 1111101101111000
0001100011101110 1010110100111110 1 1 0 0 0 1 0101001011000001
0100000111100000 0101101111110011 1 1 0 0 0 1 1010010000001100
1101011011010011 1011011011110001 1 1 0 0 0 1 0100100100001110
0011110100110011 1010111001010100 1 1 0 0 0 1 0101000110101011
1111101101000000 0110001000100100 1 1 0 0 0 1 1001110111011011
0010101111111111 1101010101000110 1 1 0 0 0 1 0010101010111001
1111100110000111 0011111000011010 1 1 0 0 0 1 1100000111100101
1000110110010110 0001110010010011 1 1 0 0 0 1 1110001101101100
1100111101100110 0010011001110111 1 1 0 0 0 1 1101100110001000
0111000101010011 1011110100001000 1 1 0 0 0 1 0100001011110111
1111001110011101 0111011111101100 1 1 0 0 0 1 1000100000010011
0111101110000110 0001110000110001 1 1 0 0 0 1 1110001111001110
1010111001111111 1101011011001011 1 1 0 0 0 1 0010100100110100
0000011000110001 0001100001110000 1 1 0 0 0 1 1110011110001111
1100100100101000 0010101001101001 1 1 0 0 0 1 1101010110010110
1000011110000010 0101111111101101 1 1 0 0 0 1 1010000000010010
1011010101001010 0110010001011101 1 1 0 0 0 1 1001101110100010
0100000010111111 1111011101011001 1 1 0 0 0 1 0000100010100110
0100010101001000 1111111001101011 1 1 0 0 0 1 0000000110010100
0110100000000100 0001111101100110 1 1 0 0 0 1 1110000010011001
1100001011110000 1100111011111010 1 1 0 0 0 1 0011000100000101
0111110000001110 1001001110011101 1 1 0 0 0 1 0110110001100010
1000100000010000 1011011111100011 1 1 0 0 0 1 0100100000011100
1000100011111101 0000001101110110 1 1 0 0 0 1 1111110010001001
0000000100000000 1000011101110100 1 1 0 0 0 1 0111100010001011
1001101010011010 1111001110101001 1 1 0 0 0 1 0000110001010110
0111100000101001 1001111100111010 1 1 0 0 0 1 0110000011000101
0001001011010011 1010011111111000 1 1 0 0 0 1 0101100000000111
0101010101010110 1010001101010101 1 1 0 0 0 1 0101110010101010
0001101001110001 0111000100000111 1 1 0 0 0 1 1000111011111000
0110011101101101 1011010010000100 1 1 0 0 0 1 0100101101111011
0001101101110101 0001000100100000 1 1 0 0 0 1 1110111011011111
1001101110101111 1111101101001001 1 1 0 0 0 1 0000010010110110
0100010101100000 1011100001000000 1 1 0 0 0 1 0100011110111111
0010100101000000 1101001101001110 1 1 0 0 0 1 0010110010110001
1110110010111100 0000110101001011 1 1 0 0 0 1 1111001010110100
0100100111110111 0100011001101110 1 1 0 0 0 1 1011100110010001
1101100010101011 0000101111000101 1 1 0 0 0 1 1111010000111010
1011111000000001 0111100001101000 1 1 0 0 0 1 1000011110010111
0111100000001000 0011011010010110 1 1 0 0 0 1 1100100101101001
1001100101011111 0101110111111011 1 1 0 0 0 1 1010001000000100
0100101100110111 0101110010101010 1 1 0 0 0 1 1010001101010101
1101110001010111 0100101010111001 1 1 0 0 0 1 1011010101000110
1000001001101100 1001011001100001 1 1 0 0 0 1 0110100110011110
0100000100110011 1110111100000110 1 1 0 0 0 1 0001000011111001
1001101010110001 1110100000000111 0 0 1 1 1 1 0110010101001111
1010011001111001 0001011100101101 0 0 1 1 1 1 0101100110000111
1110101011001100 0101010100011110 0 0 1 1 1 1 0001010100110100
0000010010111100 1111011101101101 0 0 1 1 1 1 1111101101000100
0101101101110000 0101010001101010 0 0 1 1 1 1 1010010010010000
1010001001101110 0011111000001001 0 0 1 1 1 1 0101110110010010
0111011111000010 0001100000000001 0 0 1 1 1 1 1000100000111110
0111111000101111 0110101111001011 0 0 1 1 1 1 1000000111010001
0011001001110111 1110001001010100 0 0 1 1 1 1 1100110110001001
1010101101001010 0110000100111111 0 0 1 1 1 1 0101010010110110
1110111001101100 0101100110110011 0 0 1 1 1 1 0001000110010100
1110010101101101 1000110101000110 0 0 1 1 1 1 0001101010010011
0110101000010101 0111000010000111 0 0 1 1 1 1 1001010111101011
1100000101100011 1010011110001011 0 0 1 1 1 1 0011111010011101
1011001101011101 1110101011110110 0 0 1 1 1 1 0100110010100011
0111010011100111 1111011011100010 0 0 1 1 1 1 1000101100011001
0100000010011010 1111011110001001 0 0 1 1 1 1 1011111101100110
1100101011110000 1001110101010011 0 0 1 1 1 1 0011010100010000
0111111100011100 0111011011111101 0 0 1 1 1 1 1000000011100100
0100001111010010 0011011010010101 0 0 1 1 1 1 1011110000101110
1101110001001000 0110000000011101 0 0 1 1 1 1 0010001110111000
0001100000110001 1110100111110100 0 0 1 1 1 1 1110011111001111
1001010010011011 0000010010100111 0 0 1 1 1 1 0110101101100101
0011010010000110 1010001011101011 0 0 1 1 1 1 1100101101111010
1100111001010100 0000000010101101 0 0 1 1 1 1 0011000110101100
0000100101101100 0010001011101011 0 0 1 1 1 1 1111011010010100
0010100110100010 0011100100000001 0 0 1 1 1 1 1101011001011110
1010110101011110 0101111111000000 0 0 1 1 1 1 0101001010100010
1111111101001110 0011001000100000 0 0 1 1 1 1 0000000010110010
0001110111011100 0111010000101000 0 0 1 1 1 1 1110001000100100
1110000001011100 0101001011110001 0 0 1 1 1 1 0001111110100100
1111101011110001 0001011111010111 0 0 1 1 1 1 0000010100001111
0001010111010001 1001000101011111 0 0 1 1 1 1 1110101000101111
1101010000010001 0100000101011000 0 0 1 1 1 1 0010101111101111
1011000100000000 0000110001111111 0 0 1 1 1 1 0100111100000000
0000010101011001 0011110110111001 0 0 1 1 1 1 1111101010100111
1001010011000101 1011100001100111 0 0 1 1 1 1 0110101100111011
0010111011110001 1010101011000001 0 0 1 1 1 1 1101000100001111
0100010010010110 1011011111110011 0 0 1 1 1 1 1011101101101010
1101100000000000 0001001001100001 0 0 1 1 1 1 0010100000000000
1010011000000100 1001101011011100 0 0 1 1 1 1 0101100111111100
0010100001010100 1110011111100001 0 0 1 1 1 1 1101011110101100
1111111000110011 1000111110000101 0 0 1 1 1 1 0000000111001101
0110001100101000 0111100011001010 0 0 1 1 1 1 1001110011011000
1001100000101010 0001111000101010 0 0 1 1 1 1 0110011111010110
1111111010001110 1010010110000111 0 0 1 1 1 1 0000000101110010
0101011101111111 1110010110001001 0 0 1 1 1 1 1010100010000001
0100000111010110 1011010011010111 0 0 1 1 1 1 1011111000101010
0011111100111101 1110110000001011 0 0 1 1 1 1 1100000011000011
0011001000111100 0000110000111101 0 0 1 1 1 1 1100110111000100
1011001101110010 0011100010101110 0 0 1 1 1 1 0100110010001110
0000001100000110 1011100100110000 0 0 1 1 1 1 1111110011111010
0000110011001011 1001010001101101 0 0 1 1 1 1 1111001100110101
0110100111101111 0110000000011000 0 0 1 1 1 1 1001011000010001
0110011011100110 0110001010111000 0 0 1 1 1 1 1001100100011010
1111111101001000 0000101101011011 0 0 1 1 1 1 0000000010111000
1111000001011000 1010000110000101 0 0 1 1 1 1 0000111110101000
1001101111111110 1110101110011110 0 0 1 1 1 1 0110010000000010
1100100101000100 1001101100110110 0 0 1 1 1 1 0011011010111100
0110011101000100 1100110000011001 0 0 1 1 1 1 1001100010111100
1001100010000111 0000100011011010 0 0 1 1 1 1 0110011101111001
0111010110011001 0100100001000001 0 0 1 1 1 1 1000101001100111
1110000101100100 0000111010010000 0 0 1 1 1 1 0001111010011100
0000110101101001 0110010110110001 0 0 1 1 1 1 1111001010010111
1010101011011001 1000101010000000 0 0 1 1 1 1 0101010100100111
1010001001001010 0010100111000001 0 0 1 1 1 1 0101110110110110
0000001010111101 1100000100011000 0 0 1 1 1 1 1111110101000011
0000000101001011 1110011010010100 0 0 1 1 1 1 1111111010110101
0100100011001100 1000101010011111 0 0 1 1 1 1 1011011100110100
0011000110000110 0111011011110111 0 0 1 1 1 1 1100111001111010
0011111111000011 0110010000110110 0 0 1 1 1 1 1100000000111101
1101101000011011 0010010010110101 0 0 1 1 1 1 0010010111100101
0010111001110110 0000111100000100 0 0 1 1 1 1 1101000110001010
0101110110100010 1000110100001100 0 0 1 1 1 1 1010001001011110
0010100010000110 0010110100100010 0 0 1 1 1 1 1101011101111010
0011010100010111 0000101110110000 0 0 1 1 1 1 1100101011101001
0111111001010011 0100110110110010 0 0 1 1 1 1 1000000110101101
0010000110111101 1011000100101011 0 0 1 1 1 1 1101111001000011
0110111011001100 0010110010001000 0 0 1 1 1 1 1001000100110100
0111001000111011 1100000100100111 0 0 1 1 1 1 1000110111000101
0101001000100101 1011001011010111 0 0 1 1 1 1 1010110111011011
0100001110010011 0110000111011101 0 0 1 1 1 1 1011110001101101
1110000101011011 1101001011101100 0 0 1 1 1 1 0001111010100101
0000010010010001 1010100001110111 0 0 1 1 1 1 1111101101101111
0100010000100101 0101001000010111 0 0 1 1 1 1 1011101111011011
0000101110000111 0111000000001101 0 0 1 1 1 1 1111010001111001
0110000100000000 0101010111110110 0 0 1 1 1 1 1001111100000000
0110001001100010 0101000011011111 0 0 1 1 1 1 1001110110011110
1001001000100110 0111101010111010 0 0 1 1 1 1 0110110111011010
0011011001111101 1111000111010011 0 0 1 1 1 1 1100100110000011
0100100100111100 0100111000000100 0 0 1 1 1 1 1011011011000100
1001110100111110 1101011001110010 0 0 1 1 1 1 0110001011000010
0111011000010011 0001101101011000 0 0 1 1 1 1 1000100111101101
0110000100000011 1011011101110010 0 0 1 1 1 1 1001111011111101
0111001000011101 1011011001100001 0 0 1 1 1 1 1000110111100011
0111111001011011 0111000100100100 0 0 1 1 1 1 1000000110100101
1111111011010100 0001110000001110 0 0 1 1 1 1 0000000100101100
0110000011000000 1110010111101000 0 0 1 1 1 1 1001111101000000
1100111100100101 1000101111000000 0 0 1 1 1 1 0011000011011011
0100111101100101 1010110010101110 0 0 1 1 1 1 1011000010011011
1111110010100010 0101101000101101 1 1 0 0 1 1 1010010111010011
1010101011111100 0101111001001010 1 1 0 0 1 1 1010000110110110
1011111011010000 1100111001100101 1 1 0 0 1 1 0011000110011011
0111111010011010 1100111111010010 1 1 0 0 1 1 0011000000101110
0000110111110000 0111111010000000 1 1 0 0 1 1 1000000110000000
0100001000011101 1111100101001010 1 1 0 0 1 1 0000011010110110
0110001100011111 1000110011111011 1 1 0 0 1 1 0111001100000101
1110000111110001 0101100010001001 1 1 0 0 1 1 1010011101110111
1110111101100100 1100100110000011 1 1 0 0 1 1 0011011001111101
1010001000111101 0110010101101001 1 1 0 0 1 1 1001101010010111
0011101111011011 0111111010111011 1 1 0 0 1 1 1000000101000101
1101000000000110 0110010010010101 1 1 0 0 1 1 1001101101101011
1010000000011111 0110010000011001 1 1 0 0 1 1 1001101111100111
0111100000100001 0000001011001000 1 1 0 0 1 1 1111110100111000
1100100001110010 1011010110101110 1 1 0 0 1 1 0100101001010010
1110111100000101 0011001100010011 1 1 0 0 1 1 1100110011101101
1111100111111111 0111001001011001 1 1 0 0 1 1 1000110110100111
0111101000110111 0111000001100010 1 1 0 0 1 1 1000111110011110
0000101001000101 0111000111010110 1 1 0 0 1 1 1000111000101010
0100101011001001 1000101011001111 1 1 0 0 1 1 0111010100110001
1000011011110000 0111010001011001 1 1 0 0 1 1 1000101110100111
0100010011000111 0011011100010011 1 1 0 0 1 1 1100100011101101
0101010100010101 0111001110011110 1 1 0 0 1 1 1000110001100010
1111010001001000 0100001010011010 1 1 0 0 1 1 1011110101100110
0110000001010111 1000000110101000 1 1 0 0 1 1 0111111001011000
1010111001101011 1010100111110001 1 1 0 0 1 1 0101011000001111
1010110011001001 0101101101000011 1 1 0 0 1 1 1010010010111101
0101011110011101 1101101110011001 1 1 0 0 1 1 0010010001100111
1110010111011000 0011100110001001 1 1 0 0 1 1 1100011001110111
1000110010101001 1001000001110100 1 1 0 0 1 1 0110111110001100
1100000010001010 0101011011001001 1 1 0 0 1 1 1010100100110111
1101010100001011 0111010101010000 1 1 0 0 1 1 1000101010110000
1000101001010011 1101000111110101 1 1 0 0 1 1 0010111000001011
0111011001111001 1000101100111101 1 1 0 0 1 1 0111010011000011
1011001010100101 0110101001100111 1 1 0 0 1 1 1001010110011001
1100110000000000 0010001110011001 1 1 0 0 1 1 1101110001100111
0001000100101110 1010111111011011 1 1 0 0 1 1 0101000000100101
0110101111101101 1100000101110101 1 1 0 0 1 1 0011111010001011
0101110100011000 1111100001111101 1 1 0 0 1 1 0000011110000011
1011111011111101 1111001011111001 1 1 0 0 1 1 0000110100000111
1100010100010111 0100011010001001 1 1 0 0 1 1 1011100101110111
1100001010010001 1101101101011111 1 1 0 0 1 1 0010010010100001
0011011100000111 1001100110111001 1 1 0 0 1 1 0110011001000111
0100101101000010 0010111010000001 1 1 0 0 1 1 1101000101111111
0100010101010000 0011110011000001 1 1 0 0 1 1 1100001100111111
